
======================================================================
 TRAINING DQN AGENT
======================================================================
Device: cpu
Episodes: 3000
Batch size: 512
Learning rate: 0.001
Gamma: 0.99
======================================================================
Ep   10/3000 | Score:      0 | Pieces:  17 | Lines:   0 | Loss: 0.0000 | ε: 0.996
Ep  260/3000 | Score:      0 | Pieces:  18 | Lines:   0 | Loss: 7.0823 | ε: 0.871
Ep  270/3000 | Score:      0 | Pieces:  17 | Lines:   0 | Loss: 8.1862 | ε: 0.866
Ep  280/3000 | Score:      0 | Pieces:  24 | Lines:   0 | Loss: 7.6666 | ε: 0.861
Ep  290/3000 | Score:      0 | Pieces:  20 | Lines:   0 | Loss: 8.0606 | ε: 0.856
Ep  300/3000 | Score:      0 | Pieces:  17 | Lines:   0 | Loss: 8.1189 | ε: 0.851
Ep  310/3000 | Score:      0 | Pieces:  19 | Lines:   0 | Loss: 7.6196 | ε: 0.846
Ep  320/3000 | Score:      0 | Pieces:  20 | Lines:   0 | Loss: 7.2510 | ε: 0.841
Ep  330/3000 | Score:      0 | Pieces:  10 | Lines:   0 | Loss: 7.5870 | ε: 0.836
Ep  340/3000 | Score:      0 | Pieces:  20 | Lines:   0 | Loss: 7.4792 | ε: 0.831
Ep  350/3000 | Score:      0 | Pieces:  20 | Lines:   0 | Loss: 7.1008 | ε: 0.826
Ep  360/3000 | Score:      0 | Pieces:  17 | Lines:   0 | Loss: 7.1124 | ε: 0.821
Ep  370/3000 | Score:      0 | Pieces:  16 | Lines:   0 | Loss: 6.6145 | ε: 0.816
Ep  380/3000 | Score:      0 | Pieces:  14 | Lines:   0 | Loss: 6.9381 | ε: 0.811
Ep  390/3000 | Score:      0 | Pieces:  17 | Lines:   0 | Loss: 6.4740 | ε: 0.806
Ep  400/3000 | Score:      0 | Pieces:  24 | Lines:   0 | Loss: 6.3837 | ε: 0.801
Ep  410/3000 | Score:      0 | Pieces:  15 | Lines:   0 | Loss: 7.0075 | ε: 0.796
Ep  420/3000 | Score:      0 | Pieces:  24 | Lines:   0 | Loss: 8.0763 | ε: 0.791
Ep  430/3000 | Score:      0 | Pieces:  17 | Lines:   0 | Loss: 6.2130 | ε: 0.786
Ep  440/3000 | Score:      0 | Pieces:  16 | Lines:   0 | Loss: 6.3894 | ε: 0.781
Ep  450/3000 | Score:      0 | Pieces:  13 | Lines:   0 | Loss: 5.9773 | ε: 0.776
Ep  460/3000 | Score:      0 | Pieces:  20 | Lines:   0 | Loss: 5.8461 | ε: 0.771
Ep  470/3000 | Score:      0 | Pieces:  14 | Lines:   0 | Loss: 5.8957 | ε: 0.766
Ep  480/3000 | Score:      0 | Pieces:  17 | Lines:   0 | Loss: 6.6022 | ε: 0.761
Ep  490/3000 | Score:      0 | Pieces:  17 | Lines:   0 | Loss: 5.8858 | ε: 0.756
Ep  500/3000 | Score:      0 | Pieces:  25 | Lines:   0 | Loss: 6.4891 | ε: 0.751
Ep  510/3000 | Score:      0 | Pieces:  16 | Lines:   0 | Loss: 5.4615 | ε: 0.746
Ep  520/3000 | Score:      0 | Pieces:  22 | Lines:   0 | Loss: 6.2873 | ε: 0.741
Ep  530/3000 | Score:      0 | Pieces:  21 | Lines:   0 | Loss: 5.9183 | ε: 0.736
Ep  540/3000 | Score:      0 | Pieces:  23 | Lines:   0 | Loss: 5.0730 | ε: 0.731
Ep  550/3000 | Score:      0 | Pieces:  21 | Lines:   0 | Loss: 5.2625 | ε: 0.726
Ep  560/3000 | Score:      0 | Pieces:  23 | Lines:   0 | Loss: 5.1405 | ε: 0.721
Ep  570/3000 | Score:      0 | Pieces:  18 | Lines:   0 | Loss: 4.9314 | ε: 0.716
Ep  580/3000 | Score:      0 | Pieces:  23 | Lines:   0 | Loss: 5.0793 | ε: 0.711
Ep  590/3000 | Score:      0 | Pieces:  17 | Lines:   0 | Loss: 4.2610 | ε: 0.706
Ep  600/3000 | Score:      0 | Pieces:  25 | Lines:   0 | Loss: 3.8942 | ε: 0.701
Ep  610/3000 | Score:      0 | Pieces:  22 | Lines:   0 | Loss: 3.7202 | ε: 0.696
Ep  620/3000 | Score:      0 | Pieces:  19 | Lines:   0 | Loss: 4.2220 | ε: 0.691
Ep  630/3000 | Score:      0 | Pieces:  28 | Lines:   0 | Loss: 4.7951 | ε: 0.686
Ep  640/3000 | Score:     11 | Pieces:  22 | Lines:   1 | Loss: 5.1901 | ε: 0.681
Ep  650/3000 | Score:      0 | Pieces:  19 | Lines:   0 | Loss: 5.5570 | ε: 0.676
Ep  660/3000 | Score:      0 | Pieces:  20 | Lines:   0 | Loss: 5.8486 | ε: 0.671
Ep  670/3000 | Score:      0 | Pieces:  21 | Lines:   0 | Loss: 5.1263 | ε: 0.666
Ep  680/3000 | Score:      0 | Pieces:  30 | Lines:   0 | Loss: 4.3318 | ε: 0.661
Ep  690/3000 | Score:      0 | Pieces:  26 | Lines:   0 | Loss: 3.8715 | ε: 0.656
New best score: 22 (previous: 11) - saving model!
Ep  700/3000 | Score:      0 | Pieces:  22 | Lines:   0 | Loss: 3.5941 | ε: 0.651
Ep  710/3000 | Score:      0 | Pieces:  24 | Lines:   0 | Loss: 3.2193 | ε: 0.646
Ep  720/3000 | Score:      0 | Pieces:  28 | Lines:   0 | Loss: 3.2285 | ε: 0.641
Ep  730/3000 | Score:      0 | Pieces:  26 | Lines:   0 | Loss: 3.6134 | ε: 0.636
Ep  740/3000 | Score:      0 | Pieces:  31 | Lines:   0 | Loss: 3.4491 | ε: 0.631
Ep  750/3000 | Score:      0 | Pieces:  23 | Lines:   0 | Loss: 2.9710 | ε: 0.626
Ep  760/3000 | Score:     11 | Pieces:  22 | Lines:   1 | Loss: 2.5339 | ε: 0.621
Ep  770/3000 | Score:      0 | Pieces:  23 | Lines:   0 | Loss: 2.7976 | ε: 0.616
Ep  780/3000 | Score:      0 | Pieces:  19 | Lines:   0 | Loss: 2.5030 | ε: 0.611
New best score: 33 (previous: 22) - saving model!
New best score: 41 (previous: 33) - saving model!
Ep  790/3000 | Score:      0 | Pieces:  21 | Lines:   0 | Loss: 2.4885 | ε: 0.606
Ep  800/3000 | Score:      0 | Pieces:  34 | Lines:   0 | Loss: 2.5219 | ε: 0.601
Ep  810/3000 | Score:     11 | Pieces:  28 | Lines:   1 | Loss: 3.0438 | ε: 0.596
Ep  820/3000 | Score:      0 | Pieces:  23 | Lines:   0 | Loss: 3.6713 | ε: 0.591
Ep  830/3000 | Score:      0 | Pieces:  28 | Lines:   0 | Loss: 4.0035 | ε: 0.586
Ep  840/3000 | Score:      0 | Pieces:  26 | Lines:   0 | Loss: 2.3699 | ε: 0.581
Ep  850/3000 | Score:      0 | Pieces:  21 | Lines:   0 | Loss: 2.4760 | ε: 0.576
Ep  860/3000 | Score:      0 | Pieces:  31 | Lines:   0 | Loss: 2.7494 | ε: 0.571
Ep  870/3000 | Score:      0 | Pieces:  26 | Lines:   0 | Loss: 2.6311 | ε: 0.566
Ep  880/3000 | Score:      0 | Pieces:  25 | Lines:   0 | Loss: 3.4160 | ε: 0.561
Ep  890/3000 | Score:      0 | Pieces:  26 | Lines:   0 | Loss: 2.8756 | ε: 0.556
Ep  900/3000 | Score:     11 | Pieces:  28 | Lines:   1 | Loss: 2.9082 | ε: 0.551
Ep  910/3000 | Score:      0 | Pieces:  23 | Lines:   0 | Loss: 3.3337 | ε: 0.546
Ep  920/3000 | Score:      0 | Pieces:  19 | Lines:   0 | Loss: 3.5829 | ε: 0.541
Ep  930/3000 | Score:     11 | Pieces:  33 | Lines:   1 | Loss: 3.0800 | ε: 0.536
Ep  940/3000 | Score:      0 | Pieces:  25 | Lines:   0 | Loss: 3.0050 | ε: 0.531
Ep  950/3000 | Score:     41 | Pieces:  29 | Lines:   2 | Loss: 3.1356 | ε: 0.526
Ep  960/3000 | Score:     52 | Pieces:  33 | Lines:   3 | Loss: 2.7616 | ε: 0.521
New best score: 52 (previous: 41) - saving model!
Ep  970/3000 | Score:      0 | Pieces:  28 | Lines:   0 | Loss: 2.4791 | ε: 0.516
Ep  980/3000 | Score:      0 | Pieces:  15 | Lines:   0 | Loss: 2.7443 | ε: 0.511
Ep  990/3000 | Score:     22 | Pieces:  31 | Lines:   2 | Loss: 2.9470 | ε: 0.506
Ep 1000/3000 | Score:      0 | Pieces:  26 | Lines:   0 | Loss: 2.7636 | ε: 0.501
Ep 1010/3000 | Score:     22 | Pieces:  36 | Lines:   2 | Loss: 2.8794 | ε: 0.496
Ep 1020/3000 | Score:      0 | Pieces:  26 | Lines:   0 | Loss: 2.5430 | ε: 0.491
Ep 1030/3000 | Score:      0 | Pieces:  24 | Lines:   0 | Loss: 2.7373 | ε: 0.486
Ep 1040/3000 | Score:      0 | Pieces:  20 | Lines:   0 | Loss: 3.1049 | ε: 0.481
Ep 1050/3000 | Score:     91 | Pieces:  29 | Lines:   3 | Loss: 3.2672 | ε: 0.476
New best score: 91 (previous: 52) - saving model!
Ep 1060/3000 | Score:     22 | Pieces:  32 | Lines:   2 | Loss: 2.8321 | ε: 0.471
Ep 1070/3000 | Score:     52 | Pieces:  27 | Lines:   3 | Loss: 3.0591 | ε: 0.466
Ep 1080/3000 | Score:      0 | Pieces:  25 | Lines:   0 | Loss: 3.1089 | ε: 0.461
Ep 1090/3000 | Score:     22 | Pieces:  37 | Lines:   2 | Loss: 3.6532 | ε: 0.456
Ep 1100/3000 | Score:     11 | Pieces:  29 | Lines:   1 | Loss: 4.3694 | ε: 0.451
Ep 1110/3000 | Score:     52 | Pieces:  40 | Lines:   3 | Loss: 4.3317 | ε: 0.446
Ep 1120/3000 | Score:     11 | Pieces:  31 | Lines:   1 | Loss: 3.8680 | ε: 0.441
Ep 1130/3000 | Score:      0 | Pieces:  30 | Lines:   0 | Loss: 6.1213 | ε: 0.436
Ep 1140/3000 | Score:     22 | Pieces:  33 | Lines:   2 | Loss: 4.2384 | ε: 0.431
Ep 1150/3000 | Score:     11 | Pieces:  30 | Lines:   1 | Loss: 4.8792 | ε: 0.426
Ep 1160/3000 | Score:     11 | Pieces:  38 | Lines:   1 | Loss: 5.1620 | ε: 0.421
New best score: 102 (previous: 91) - saving model!
Ep 1170/3000 | Score:     11 | Pieces:  31 | Lines:   1 | Loss: 6.3154 | ε: 0.416
Ep 1180/3000 | Score:      0 | Pieces:  31 | Lines:   0 | Loss: 4.6634 | ε: 0.411
Ep 1190/3000 | Score:     33 | Pieces:  39 | Lines:   3 | Loss: 4.9683 | ε: 0.406
Ep 1200/3000 | Score:     22 | Pieces:  32 | Lines:   2 | Loss: 6.7418 | ε: 0.401
Ep 1210/3000 | Score:     33 | Pieces:  37 | Lines:   3 | Loss: 5.5704 | ε: 0.396
Ep 1220/3000 | Score:     11 | Pieces:  32 | Lines:   1 | Loss: 8.4246 | ε: 0.391
Ep 1230/3000 | Score:      0 | Pieces:  25 | Lines:   0 | Loss: 8.0526 | ε: 0.386
Ep 1240/3000 | Score:      0 | Pieces:  30 | Lines:   0 | Loss: 9.9864 | ε: 0.381
Ep 1250/3000 | Score:      0 | Pieces:  28 | Lines:   0 | Loss: 5.1503 | ε: 0.376
Ep 1260/3000 | Score:      0 | Pieces:  22 | Lines:   0 | Loss: 9.3997 | ε: 0.371
Ep 1270/3000 | Score:      0 | Pieces:  30 | Lines:   0 | Loss: 6.1013 | ε: 0.366
Ep 1280/3000 | Score:      0 | Pieces:  26 | Lines:   0 | Loss: 8.1430 | ε: 0.361
Ep 1290/3000 | Score:     11 | Pieces:  38 | Lines:   1 | Loss: 7.9282 | ε: 0.356
Ep 1300/3000 | Score:     11 | Pieces:  31 | Lines:   1 | Loss: 7.3244 | ε: 0.351
New best score: 115 (previous: 102) - saving model!
Ep 1310/3000 | Score:     11 | Pieces:  40 | Lines:   1 | Loss: 9.7784 | ε: 0.346
Ep 1320/3000 | Score:     11 | Pieces:  35 | Lines:   1 | Loss: 7.5679 | ε: 0.341
Ep 1330/3000 | Score:     11 | Pieces:  32 | Lines:   1 | Loss: 7.2762 | ε: 0.336
Ep 1340/3000 | Score:     11 | Pieces:  32 | Lines:   1 | Loss: 5.6360 | ε: 0.331
Ep 1350/3000 | Score:     33 | Pieces:  41 | Lines:   3 | Loss: 8.6075 | ε: 0.326
Ep 1360/3000 | Score:     91 | Pieces:  36 | Lines:   3 | Loss: 9.2228 | ε: 0.321
Ep 1370/3000 | Score:     33 | Pieces:  43 | Lines:   3 | Loss: 8.1193 | ε: 0.316
Ep 1380/3000 | Score:     11 | Pieces:  30 | Lines:   1 | Loss: 9.7293 | ε: 0.311
New best score: 206 (previous: 115) - saving model!
Ep 1390/3000 | Score:     55 | Pieces:  37 | Lines:   5 | Loss: 11.5881 | ε: 0.306
Ep 1400/3000 | Score:     11 | Pieces:  31 | Lines:   1 | Loss: 7.0479 | ε: 0.301
Ep 1410/3000 | Score:     44 | Pieces:  38 | Lines:   4 | Loss: 9.7391 | ε: 0.296
Ep 1420/3000 | Score:     22 | Pieces:  32 | Lines:   2 | Loss: 8.8941 | ε: 0.291
Ep 1430/3000 | Score:      0 | Pieces:  30 | Lines:   0 | Loss: 10.5066 | ε: 0.286
Ep 1440/3000 | Score:     11 | Pieces:  35 | Lines:   1 | Loss: 11.8912 | ε: 0.281
Ep 1450/3000 | Score:     11 | Pieces:  33 | Lines:   1 | Loss: 18.1351 | ε: 0.276
Ep 1460/3000 | Score:      0 | Pieces:  31 | Lines:   0 | Loss: 13.2319 | ε: 0.271
Ep 1470/3000 | Score:     33 | Pieces:  40 | Lines:   3 | Loss: 11.9869 | ε: 0.266
Ep 1480/3000 | Score:      0 | Pieces:  26 | Lines:   0 | Loss: 13.4309 | ε: 0.261
Ep 1490/3000 | Score:     41 | Pieces:  35 | Lines:   2 | Loss: 11.4154 | ε: 0.256
Ep 1500/3000 | Score:     52 | Pieces:  36 | Lines:   3 | Loss: 12.8999 | ε: 0.251
Ep 1510/3000 | Score:     33 | Pieces:  40 | Lines:   3 | Loss: 10.6183 | ε: 0.246
New best score: 208 (previous: 206) - saving model!
Ep 1520/3000 | Score:     44 | Pieces:  42 | Lines:   4 | Loss: 12.8760 | ε: 0.241
Ep 1530/3000 | Score:     11 | Pieces:  34 | Lines:   1 | Loss: 8.4782 | ε: 0.236
Ep 1540/3000 | Score:     66 | Pieces:  48 | Lines:   6 | Loss: 11.4777 | ε: 0.231
Ep 1550/3000 | Score:    159 | Pieces:  62 | Lines:  11 | Loss: 11.2791 | ε: 0.226
Ep 1560/3000 | Score:    162 | Pieces:  66 | Lines:  13 | Loss: 13.3622 | ε: 0.221
Ep 1570/3000 | Score:     11 | Pieces:  33 | Lines:   1 | Loss: 17.6873 | ε: 0.216
Ep 1580/3000 | Score:    195 | Pieces:  54 | Lines:   9 | Loss: 24.1634 | ε: 0.211
Ep 1590/3000 | Score:    118 | Pieces:  57 | Lines:   9 | Loss: 23.2055 | ε: 0.206
New best score: 543 (previous: 208) - saving model!
Ep 1600/3000 | Score:    217 | Pieces:  58 | Lines:  11 | Loss: 21.5116 | ε: 0.201
Ep 1610/3000 | Score:     55 | Pieces:  43 | Lines:   5 | Loss: 23.6003 | ε: 0.196
Ep 1620/3000 | Score:      0 | Pieces:  28 | Lines:   0 | Loss: 19.5837 | ε: 0.191
Ep 1630/3000 | Score:      0 | Pieces:  25 | Lines:   0 | Loss: 23.2537 | ε: 0.186
Ep 1640/3000 | Score:     52 | Pieces:  37 | Lines:   3 | Loss: 22.3016 | ε: 0.181
Ep 1650/3000 | Score:     22 | Pieces:  35 | Lines:   2 | Loss: 24.0885 | ε: 0.176
Ep 1660/3000 | Score:     11 | Pieces:  35 | Lines:   1 | Loss: 23.1558 | ε: 0.171
Ep 1670/3000 | Score:     63 | Pieces:  36 | Lines:   4 | Loss: 24.8397 | ε: 0.166
Ep 1680/3000 | Score:      0 | Pieces:  33 | Lines:   0 | Loss: 31.7644 | ε: 0.161
Ep 1690/3000 | Score:      0 | Pieces:  32 | Lines:   0 | Loss: 36.7621 | ε: 0.156
Ep 1700/3000 | Score:     33 | Pieces:  38 | Lines:   3 | Loss: 26.7921 | ε: 0.151
Ep 1710/3000 | Score:     11 | Pieces:  23 | Lines:   1 | Loss: 21.1052 | ε: 0.146
Ep 1720/3000 | Score:    445 | Pieces:  94 | Lines:  23 | Loss: 24.1362 | ε: 0.141
Ep 1730/3000 | Score:     55 | Pieces:  47 | Lines:   5 | Loss: 31.9845 | ε: 0.136
Ep 1740/3000 | Score:     11 | Pieces:  42 | Lines:   1 | Loss: 33.2698 | ε: 0.131
Ep 1750/3000 | Score:    246 | Pieces:  52 | Lines:  10 | Loss: 35.6318 | ε: 0.126
Ep 1760/3000 | Score:    126 | Pieces:  46 | Lines:   8 | Loss: 54.1455 | ε: 0.121
Ep 1770/3000 | Score:     33 | Pieces:  39 | Lines:   3 | Loss: 40.4423 | ε: 0.116
Ep 1780/3000 | Score:    104 | Pieces:  51 | Lines:   6 | Loss: 45.1195 | ε: 0.111
Ep 1790/3000 | Score:     52 | Pieces:  43 | Lines:   3 | Loss: 42.4707 | ε: 0.106
New best score: 733 (previous: 543) - saving model!
Ep 1800/3000 | Score:    113 | Pieces:  46 | Lines:   5 | Loss: 41.7680 | ε: 0.101
Ep 1810/3000 | Score:     52 | Pieces:  40 | Lines:   3 | Loss: 42.1747 | ε: 0.096
Ep 1820/3000 | Score:     11 | Pieces:  32 | Lines:   1 | Loss: 43.3811 | ε: 0.091
Ep 1830/3000 | Score:    167 | Pieces:  60 | Lines:  10 | Loss: 51.5830 | ε: 0.086
Ep 1840/3000 | Score:     11 | Pieces:  33 | Lines:   1 | Loss: 73.0850 | ε: 0.081
Ep 1850/3000 | Score:      0 | Pieces:  27 | Lines:   0 | Loss: 62.8995 | ε: 0.076
Ep 1860/3000 | Score:      0 | Pieces:  34 | Lines:   0 | Loss: 70.0674 | ε: 0.071
Ep 1870/3000 | Score:      0 | Pieces:  30 | Lines:   0 | Loss: 63.4273 | ε: 0.066
Ep 1880/3000 | Score:      0 | Pieces:  30 | Lines:   0 | Loss: 64.9330 | ε: 0.061
Ep 1890/3000 | Score:      0 | Pieces:  33 | Lines:   0 | Loss: 58.5330 | ε: 0.056
Ep 1900/3000 | Score:     11 | Pieces:  35 | Lines:   1 | Loss: 62.2132 | ε: 0.051
Ep 1910/3000 | Score:     63 | Pieces:  44 | Lines:   4 | Loss: 66.2597 | ε: 0.046
Ep 1920/3000 | Score:    239 | Pieces:  64 | Lines:  13 | Loss: 62.1632 | ε: 0.041
Ep 1930/3000 | Score:    395 | Pieces:  87 | Lines:  20 | Loss: 91.6277 | ε: 0.036
New best score: 1445 (previous: 733) - saving model!
New best score: 1582 (previous: 1445) - saving model!
New best score: 4243 (previous: 1582) - saving model!
Ep 1940/3000 | Score:   1667 | Pieces: 259 | Lines:  92 | Loss: 73.4096 | ε: 0.031
New best score: 5163 (previous: 4243) - saving model!
Ep 1950/3000 | Score:   2745 | Pieces: 389 | Lines: 141 | Loss: 114.7613 | ε: 0.026
Ep 1960/3000 | Score:     11 | Pieces:  38 | Lines:   1 | Loss: 118.3774 | ε: 0.021
Ep 1970/3000 | Score:  11895 | Pieces: 1566 | Lines: 612 | Loss: 144.6320 | ε: 0.016
New best score: 11895 (previous: 5163) - saving model!
Ep 1980/3000 | Score:    401 | Pieces:  85 | Lines:  19 | Loss: 160.2294 | ε: 0.011
Ep 1990/3000 | Score:     77 | Pieces:  57 | Lines:   7 | Loss: 218.4663 | ε: 0.006
Ep 2000/3000 | Score:     11 | Pieces:  35 | Lines:   1 | Loss: 176.1872 | ε: 0.001
Ep 2010/3000 | Score:     55 | Pieces:  50 | Lines:   5 | Loss: 151.9507 | ε: 0.001
Ep 2020/3000 | Score:     11 | Pieces:  35 | Lines:   1 | Loss: 165.2914 | ε: 0.001
Ep 2030/3000 | Score:     44 | Pieces:  46 | Lines:   4 | Loss: 153.1594 | ε: 0.001
Ep 2040/3000 | Score:     63 | Pieces:  48 | Lines:   4 | Loss: 178.2764 | ε: 0.001
Ep 2050/3000 | Score:     74 | Pieces:  49 | Lines:   5 | Loss: 202.9466 | ε: 0.001
Ep 2060/3000 | Score:     96 | Pieces:  54 | Lines:   7 | Loss: 201.9323 | ε: 0.001
Ep 2070/3000 | Score:     11 | Pieces:  42 | Lines:   1 | Loss: 220.2540 | ε: 0.001
Ep 2080/3000 | Score:    121 | Pieces:  64 | Lines:  11 | Loss: 239.8608 | ε: 0.001
Ep 2090/3000 | Score:      0 | Pieces:  39 | Lines:   0 | Loss: 189.6655 | ε: 0.001
Ep 2100/3000 | Score:     22 | Pieces:  42 | Lines:   2 | Loss: 255.9093 | ε: 0.001
Ep 2110/3000 | Score:     96 | Pieces:  55 | Lines:   7 | Loss: 254.6779 | ε: 0.001
Ep 2120/3000 | Score:    137 | Pieces:  59 | Lines:   9 | Loss: 250.6078 | ε: 0.001
Ep 2130/3000 | Score:     22 | Pieces:  40 | Lines:   2 | Loss: 253.5356 | ε: 0.001
Ep 2140/3000 | Score:    205 | Pieces:  57 | Lines:   8 | Loss: 227.2705 | ε: 0.001
Ep 2150/3000 | Score:     55 | Pieces:  44 | Lines:   5 | Loss: 264.6978 | ε: 0.001
Ep 2160/3000 | Score:    137 | Pieces:  64 | Lines:   9 | Loss: 301.9764 | ε: 0.001
Ep 2170/3000 | Score:    786 | Pieces: 136 | Lines:  38 | Loss: 290.6116 | ε: 0.001
Ep 2180/3000 | Score:     63 | Pieces:  49 | Lines:   4 | Loss: 300.2255 | ε: 0.001
Ep 2190/3000 | Score:    741 | Pieces: 164 | Lines:  50 | Loss: 268.0084 | ε: 0.001
Ep 2200/3000 | Score:     66 | Pieces:  52 | Lines:   6 | Loss: 318.2915 | ε: 0.001
Ep 2210/3000 | Score:     96 | Pieces:  57 | Lines:   7 | Loss: 309.5141 | ε: 0.001
Ep 2220/3000 | Score:    396 | Pieces:  94 | Lines:  22 | Loss: 318.4460 | ε: 0.001
Ep 2230/3000 | Score:    198 | Pieces:  65 | Lines:  11 | Loss: 295.7444 | ε: 0.001
Ep 2240/3000 | Score:    445 | Pieces: 116 | Lines:  30 | Loss: 336.4574 | ε: 0.001
Ep 2250/3000 | Score:    783 | Pieces: 127 | Lines:  36 | Loss: 341.2275 | ε: 0.001
Ep 2260/3000 | Score:   2070 | Pieces: 301 | Lines: 106 | Loss: 371.2387 | ε: 0.001
Ep 2270/3000 | Score:     55 | Pieces:  50 | Lines:   5 | Loss: 371.3967 | ε: 0.001
Ep 2280/3000 | Score:    856 | Pieces: 114 | Lines:  32 | Loss: 329.8314 | ε: 0.001
Ep 2290/3000 | Score:      0 | Pieces:  34 | Lines:   0 | Loss: 377.9764 | ε: 0.001
Ep 2300/3000 | Score:     11 | Pieces:  38 | Lines:   1 | Loss: 428.7584 | ε: 0.001
Ep 2310/3000 | Score:     11 | Pieces:  32 | Lines:   1 | Loss: 370.1190 | ε: 0.001
Ep 2320/3000 | Score:     63 | Pieces:  42 | Lines:   4 | Loss: 473.5172 | ε: 0.001
Ep 2330/3000 | Score:      0 | Pieces:  31 | Lines:   0 | Loss: 430.2580 | ε: 0.001
Ep 2340/3000 | Score:    172 | Pieces:  48 | Lines:   5 | Loss: 394.6411 | ε: 0.001
Ep 2350/3000 | Score:    195 | Pieces:  54 | Lines:   9 | Loss: 417.4659 | ε: 0.001
Ep 2360/3000 | Score:    276 | Pieces:  63 | Lines:  11 | Loss: 397.4185 | ε: 0.001
Ep 2370/3000 | Score:   2798 | Pieces: 323 | Lines: 117 | Loss: 461.0569 | ε: 0.001
Ep 2380/3000 | Score:    944 | Pieces: 141 | Lines:  42 | Loss: 495.7983 | ε: 0.001
Ep 2390/3000 | Score:   4837 | Pieces: 588 | Lines: 222 | Loss: 544.4254 | ε: 0.001
Ep 2400/3000 | Score:    208 | Pieces:  69 | Lines:  12 | Loss: 502.5539 | ε: 0.001
Ep 2410/3000 | Score:     11 | Pieces:  33 | Lines:   1 | Loss: 550.2073 | ε: 0.001
Ep 2420/3000 | Score:      0 | Pieces:  32 | Lines:   0 | Loss: 622.4479 | ε: 0.001
Ep 2430/3000 | Score:      0 | Pieces:  34 | Lines:   0 | Loss: 621.6974 | ε: 0.001
Ep 2440/3000 | Score:      0 | Pieces:  30 | Lines:   0 | Loss: 541.3356 | ε: 0.001
Ep 2450/3000 | Score:      0 | Pieces:  34 | Lines:   0 | Loss: 633.1922 | ε: 0.001
Ep 2460/3000 | Score:      0 | Pieces:  35 | Lines:   0 | Loss: 575.1331 | ε: 0.001
Ep 2470/3000 | Score:      0 | Pieces:  32 | Lines:   0 | Loss: 641.3065 | ε: 0.001
Ep 2480/3000 | Score:     63 | Pieces:  43 | Lines:   4 | Loss: 766.1735 | ε: 0.001
Ep 2490/3000 | Score:      0 | Pieces:  39 | Lines:   0 | Loss: 831.4423 | ε: 0.001
Ep 2500/3000 | Score:    165 | Pieces:  54 | Lines:   8 | Loss: 728.8506 | ε: 0.001
